input_str,input_list,title,key,label
"D7, Gm7, Gm7, E%7, Eb7, Dm7, C#o7, Cm7, Fsus, Bb^7, Cm7, Dm7, C#o7, Cm7, Do7, Cm7, F7, Bb^7, Eb^7, D7","['Ebm7', 'Ab7', 'Dm7', 'G7', 'Dm7', 'G7', 'Gm7', 'Gm7', 'Csus', 'C7', 'F^7', 'F^7', 'Bb7', 'A7', 'Ab7', 'G7', 'C^7', 'C^7', 'C^7', 'Ebm7']",Day Dreaming,B-,Ab7
"E%7, Eb7, Dm7, C#o7, Cm7, Fsus, Bb^7, Cm7, Dm7, C#o7, Cm7, Do7, Cm7, F7, Bb^7, Eb^7, D7, Ab7, G7, Cm7","['G7', 'Dm7', 'G7', 'Gm7', 'Gm7', 'Csus', 'C7', 'F^7', 'F^7', 'Bb7', 'A7', 'Ab7', 'G7', 'C^7', 'C^7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7']",Day Dreaming,B-,F7
"C#o7, Cm7, Fsus, Bb^7, Cm7, Dm7, C#o7, Cm7, Do7, Cm7, F7, Bb^7, Eb^7, D7, Ab7, G7, Cm7, F7, Bb^7, Bb7","['Am7', 'D7', 'Am7', 'D7', 'G^7', 'C7', 'Bm7', 'Em7', 'Am7', 'D7', 'Am7', 'D7', 'G^7', 'C7', 'B^7', 'F#7', 'B6', 'Dm7', 'G7', 'Dm7']",Day Dreaming,B-,Gm7
"Bb^7, Cm7, Dm7, C#o7, Cm7, Do7, Cm7, F7, Bb^7, Eb^7, D7, Ab7, G7, Cm7, F7, Bb^7, Bb7, Gm7, Fm7, E%7","['D7', 'G^7', 'C7', 'Bm7', 'Em7', 'Am7', 'D7', 'Am7', 'D7', 'G^7', 'C7', 'B^7', 'F#7', 'B6', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'F7']",Day Dreaming,B-,Ebm6
"C#o7, Cm7, Do7, Cm7, F7, Bb^7, Eb^7, D7, Ab7, G7, Cm7, F7, Bb^7, Bb7, Gm7, Fm7, E%7, Ebm6, Ab7, Dm7","['Bm7', 'Em7', 'Am7', 'D7', 'Am7', 'D7', 'G^7', 'C7', 'B^7', 'F#7', 'B6', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Am7']",Day Dreaming,B-,G7
"Cm7, F7, Bb^7, Eb^7, D7, Ab7, G7, Cm7, F7, Bb^7, Bb7, Gm7, Fm7, E%7, Ebm6, Ab7, Dm7, G7, E7, F7","['D7', 'Am7', 'D7', 'G^7', 'C7', 'B^7', 'F#7', 'B6', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Am7', 'D7', 'Am7', 'D7']",Day Dreaming,B-,Bb6
"Eb6, Bbm7, Eb7, Ab^7, Db7, Eb^7, C7, F7, Fm7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Db7, Eb^7, C7, F7, Bb7, Eb6","['G^7', 'C7', 'B^7', 'F#7', 'B6', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Am7', 'D7', 'Am7', 'D7', 'G^7', 'F7', 'E7']",Old Cape Cod,E-,Bbm7
"Ab^7, Db7, Eb^7, C7, F7, Fm7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Db7, Eb^7, C7, F7, Bb7, Eb6, Bbm7, Eb7, Ab^7","['F#7', 'B6', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Am7', 'D7', 'Am7', 'D7', 'G^7', 'F7', 'E7', 'Am7', 'F7', 'Am7']",Old Cape Cod,E-,Bb7
"C7, F7, Fm7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Db7, Eb^7, C7, F7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Bb7, Gm7, C7","['C^7', 'C^7', 'E7', 'E7', 'A7', 'A7', 'D7', 'D7', 'G7', 'G7', 'C^7', 'D7', 'G^7', 'D7', 'G7', 'Fm6', 'G7', 'Dm7', 'G7', 'C^7']",Old Cape Cod,E-,Fm7
"Bb7, Eb6, Bbm7, Eb7, Ab^7, Db7, Eb^7, C7, F7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Bb7, Gm7, C7, Fm7, Bb7, Eb^7","['E7', 'A7', 'A7', 'D7', 'D7', 'G7', 'G7', 'C^7', 'D7', 'G^7', 'D7', 'G7', 'Fm6', 'G7', 'Dm7', 'G7', 'C^7', 'C^7', 'E7', 'E7']",Old Cape Cod,E-,Eb7
"Eb7, Ab^7, Db7, Eb^7, C7, F7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Bb7, Gm7, C7, Fm7, Bb7, Eb^7, Eb7, Ab^7, Ao7","['D7', 'D7', 'G7', 'G7', 'C^7', 'D7', 'G^7', 'D7', 'G7', 'Fm6', 'G7', 'Dm7', 'G7', 'C^7', 'C^7', 'E7', 'E7', 'A7', 'A7', 'Dm7']",Old Cape Cod,E-,Eb^
"Eb^7, C7, F7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Bb7, Gm7, C7, Fm7, Bb7, Eb^7, Eb7, Ab^7, Ao7, Eb^, Db6, C7","['G7', 'C^7', 'D7', 'G^7', 'D7', 'G7', 'Fm6', 'G7', 'Dm7', 'G7', 'C^7', 'C^7', 'E7', 'E7', 'A7', 'A7', 'Dm7', 'A7', 'F^7', 'Fm6']",Old Cape Cod,E-,Fm7
"Bb7, Eb6, Bbm7, Eb7, Ab^7, Bb7, Gm7, C7, Fm7, Bb7, Eb^7, Eb7, Ab^7, Ao7, Eb^, Db6, C7, Fm7, F7, Bb7","['G^7', 'D7', 'G7', 'Fm6', 'G7', 'Dm7', 'G7', 'C^7', 'C^7', 'E7', 'E7', 'A7', 'A7', 'Dm7', 'A7', 'F^7', 'Fm6', 'C^7', 'A7', 'D7']",Old Cape Cod,E-,Bb7
"Eb7, Ab^7, Bb7, Gm7, C7, Fm7, Bb7, Eb^7, Eb7, Ab^7, Ao7, Eb^, Db6, C7, Fm7, F7, Bb7, Bb7, Eb6, Bbm7","['Fm6', 'G7', 'Dm7', 'G7', 'C^7', 'C^7', 'E7', 'E7', 'A7', 'A7', 'Dm7', 'A7', 'F^7', 'Fm6', 'C^7', 'A7', 'D7', 'Fm7', 'G7', 'C^7']",Old Cape Cod,E-,Eb7
"Gm7, C7, Fm7, Bb7, Eb^7, Eb7, Ab^7, Ao7, Eb^, Db6, C7, Fm7, F7, Bb7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Db7","['Gm7', 'C7', 'F6', 'Gm7', 'Am7', 'Ab^7', 'G^7', 'Gbm7', 'F^7', 'F#o7', 'Gm7', 'C7', 'F6', 'Am7', 'Ab^7', 'G^7', 'Gbm7', 'F^7', 'F^7', 'Cm7']",Old Cape Cod,E-,Eb^7
"Bb7, Eb^7, Eb7, Ab^7, Ao7, Eb^, Db6, C7, Fm7, F7, Bb7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Db7, Eb^7, C7, F7","['Gm7', 'Am7', 'Ab^7', 'G^7', 'Gbm7', 'F^7', 'F#o7', 'Gm7', 'C7', 'F6', 'Am7', 'Ab^7', 'G^7', 'Gbm7', 'F^7', 'F^7', 'Cm7', 'F7', 'Bb^7', 'Bb^7']",Old Cape Cod,E-,Bb7
"Ab^7, Ao7, Eb^, Db6, C7, Fm7, F7, Bb7, Bb7, Eb6, Bbm7, Eb7, Ab^7, Db7, Eb^7, C7, F7, Bb7, Eb6, Fm7","['G^7', 'Gbm7', 'F^7', 'F#o7', 'Gm7', 'C7', 'F6', 'Am7', 'Ab^7', 'G^7', 'Gbm7', 'F^7', 'F^7', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'G7', 'G7', 'C7']",Old Cape Cod,E-,Bb7
"F^7, Abo7, Gm7, C7, F^7, Abo7, Gm7, C7, F7, F7, Bb7, Bb7, Eb7, Eb7, Ab7, Gm7, C7, F^7, Abo7, Gm7","['F#o7', 'Gm7', 'C7', 'F6', 'Am7', 'Ab^7', 'G^7', 'Gbm7', 'F^7', 'F^7', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'G7', 'G7', 'C7', 'C7', 'Gm7', 'C7']",Fine And Dandy,F,C7
"C7, F^7, Abo7, Gm7, C7, F7, F7, Bb7, Bb7, Eb7, Eb7, Ab7, Gm7, C7, F^7, Abo7, Gm7, C7, F^7, Abo7","['F6', 'Am7', 'Ab^7', 'G^7', 'Gbm7', 'F^7', 'F^7', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'G7', 'G7', 'C7', 'C7', 'Gm7', 'C7', 'F6', 'Gm7', 'Am7']",Fine And Dandy,F,Gm7
"Gm7, C7, F7, F7, Bb7, Bb7, Eb7, Eb7, Ab7, Gm7, C7, F^7, Abo7, Gm7, C7, F^7, Abo7, Gm7, C7, Cm7","['G^7', 'Gbm7', 'F^7', 'F^7', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'G7', 'G7', 'C7', 'C7', 'Gm7', 'C7', 'F6', 'Gm7', 'Am7', 'Ab^7', 'G^7', 'Gbm7']",Fine And Dandy,F,F7
"F7, Bb7, Bb7, Eb7, Eb7, Ab7, Gm7, C7, F^7, Abo7, Gm7, C7, F^7, Abo7, Gm7, C7, Cm7, F7, Bb^7, Bbm7","['Gm7', 'C7', 'F^7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F6', 'A%7', 'D7', 'Gm7', 'C7', 'F^7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7']",Fine And Dandy,F,G7
"Eb7, Eb7, Ab7, Gm7, C7, F^7, Abo7, Gm7, C7, F^7, Abo7, Gm7, C7, Cm7, F7, Bb^7, Bbm7, G7, Gm7, C7","['Am7', 'Abo7', 'Gm7', 'C7', 'F6', 'A%7', 'D7', 'Gm7', 'C7', 'F^7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb6', 'Bb6']",Fine And Dandy,F,F^7
"Eb^7, Eo7, Fm7, Bb7, Eb^7, Eb^7, D%7, G7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Eb^7, C7, Fm7, Bb7, Eb^7","['C7', 'F6', 'A%7', 'D7', 'Gm7', 'C7', 'F^7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb6', 'Bb6', 'G7', 'G7', 'Gm']",Will You Still Be Mine?,E-,Eo7
"Bb7, Eb^7, Eb^7, D%7, G7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Eb^7, C7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7","['D7', 'Gm7', 'C7', 'F^7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb6', 'Bb6', 'G7', 'G7', 'Gm', 'C7', 'Gm7', 'C7']",Will You Still Be Mine?,E-,G7
"D%7, G7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Eb^7, C7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, G7, G7, Cm7","['F^7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb6', 'Bb6', 'G7', 'G7', 'Gm', 'C7', 'Gm7', 'C7', 'F^7', 'Am7', 'Abo7']",Will You Still Be Mine?,E-,Cm7
"Cm7, F7, F7, F#m7, B7, Bb7, Eb^7, C7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, G7, G7, Cm7, Cm7, Cm7, Cm7","['Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb6', 'Bb6', 'G7', 'G7', 'Gm', 'C7', 'Gm7', 'C7', 'F^7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F6']",Will You Still Be Mine?,E-,F7
"F#m7, B7, Bb7, Eb^7, C7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, G7, G7, Cm7, Cm7, Cm7, Cm7, F7, F7, F#m7","['Eb^7', 'G7', 'C7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Gm7', 'Gbo7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'G7']",Will You Still Be Mine?,E-,B7
"Eb^7, C7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, G7, G7, Cm7, Cm7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Bbm7","['C7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Gm7', 'Gbo7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'G7', 'C7', 'C7', 'Fm7']",Will You Still Be Mine?,E-,Eb7
"Bb7, Eb^7, Eo7, Fm7, Bb7, G7, G7, Cm7, Cm7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Bbm7, Eb7, Ab^7, Ab^7","['Eb6', 'Eb6', 'Gm7', 'Gbo7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'G7', 'C7', 'C7', 'Fm7', 'C7', 'Fm7', 'Fm7']",Will You Still Be Mine?,E-,Db7
"Fm7, Bb7, G7, G7, Cm7, Cm7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Bbm7, Eb7, Ab^7, Ab^7, Db7, Db7, Eb^7","['Gbo7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'G7', 'C7', 'C7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Ab^7', 'Ao7', 'Eb^7']",Will You Still Be Mine?,E-,Eb^7
"G7, Cm7, Cm7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Bbm7, Eb7, Ab^7, Ab^7, Db7, Db7, Eb^7, Eb^7, F#m7, B7","['Fm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'G7', 'C7', 'C7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Ab^7', 'Ao7', 'Eb^7', 'Gm7', 'C7', 'Fm7']",Will You Still Be Mine?,E-,Fm7
"Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Bbm7, Eb7, Ab^7, Ab^7, Db7, Db7, Eb^7, Eb^7, F#m7, B7, Fm7, Bb7, Eb^7","['Eb6', 'Fm7', 'Bb7', 'Eb^7', 'G7', 'C7', 'C7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Ab^7', 'Ao7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Fm7', 'Bb7', 'Eb6']",Will You Still Be Mine?,E-,Eo7
"F7, F#m7, B7, Bb7, Bbm7, Eb7, Ab^7, Ab^7, Db7, Db7, Eb^7, Eb^7, F#m7, B7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7","['F^7', 'Gm7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'A%7', 'D7', 'Gm7', 'C7', 'Gm7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'F7']",Will You Still Be Mine?,E-,Eb^7
"Bb7, Bbm7, Eb7, Ab^7, Ab^7, Db7, Db7, Eb^7, Eb^7, F#m7, B7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, Eb^7, Eb^7, D%7","['F^7', 'Gm7', 'C7', 'F^7', 'A%7', 'D7', 'Gm7', 'C7', 'Gm7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'F7', 'E7', 'Eb7', 'D7']",Will You Still Be Mine?,E-,G7
"Ab^7, Ab^7, Db7, Db7, Eb^7, Eb^7, F#m7, B7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, Eb^7, Eb^7, D%7, G7, Cm7, Cm7","['F^7', 'A%7', 'D7', 'Gm7', 'C7', 'Gm7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'F7', 'E7', 'Eb7', 'D7', 'Gm7', 'Gm7', 'Db7']",Will You Still Be Mine?,E-,F7
"Db7, Eb^7, Eb^7, F#m7, B7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, Eb^7, Eb^7, D%7, G7, Cm7, Cm7, F7, F7, F#m7","['Gm7', 'C7', 'Gm7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'F7', 'E7', 'Eb7', 'D7', 'Gm7', 'Gm7', 'Db7', 'C7', 'F^7', 'Gm7']",Will You Still Be Mine?,E-,B7
"F#m7, B7, Fm7, Bb7, Eb^7, Eo7, Fm7, Bb7, Eb^7, Eb^7, D%7, G7, Cm7, Cm7, F7, F7, F#m7, B7, Bb7, Eb^7","['D7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'F7', 'E7', 'Eb7', 'D7', 'Gm7', 'Gm7', 'Db7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'A%7']",Will You Still Be Mine?,E-,C7
"F6, Dm7, Gm7, C7, F^7, Dm7, Gm7, C7, F6, Dm7, Gm7, C7, F6, D7, Gm7, C7, Ab6, Fm7, Bbm7, Eb7","['Gm7', 'C7', 'F6', 'F6', 'F7', 'E7', 'Eb7', 'D7', 'Gm7', 'Gm7', 'Db7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'A%7', 'D7', 'Gm7', 'C7']",Long Ago And Far Away,F,Ab^7
"C7, F^7, Dm7, Gm7, C7, F6, Dm7, Gm7, C7, F6, D7, Gm7, C7, Ab6, Fm7, Bbm7, Eb7, Ab^7, G7, C^7","['F6', 'F6', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7']",Long Ago And Far Away,F,Am7
"Gm7, C7, F6, Dm7, Gm7, C7, F6, D7, Gm7, C7, Ab6, Fm7, Bbm7, Eb7, Ab^7, G7, C^7, Am7, Gm7, C7","['D7', 'Gm7', 'C7', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Bbm7']",Long Ago And Far Away,F,F6
"Dm7, Gm7, C7, F6, D7, Gm7, C7, Ab6, Fm7, Bbm7, Eb7, Ab^7, G7, C^7, Am7, Gm7, C7, F6, Dm7, Gm7","['F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Bbm7', 'Eb7', 'A7', 'D7']",Long Ago And Far Away,F,C7
"F6, D7, Gm7, C7, Ab6, Fm7, Bbm7, Eb7, Ab^7, G7, C^7, Am7, Gm7, C7, F6, Dm7, Gm7, C7, F^7, Dm7","['C7', 'F6', 'F6', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Bbm7', 'Eb7', 'A7', 'D7', 'G7', 'C7', 'F6']",Long Ago And Far Away,F,Gm7
"C7, Ab6, Fm7, Bbm7, Eb7, Ab^7, G7, C^7, Am7, Gm7, C7, F6, Dm7, Gm7, C7, F^7, Dm7, Gm7, C7, F6","['F6', 'D7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Bbm7', 'Eb7', 'A7', 'D7', 'G7', 'C7', 'F6', 'F6', 'G7', 'G7']",Long Ago And Far Away,F,Dm7
"Bbm7, Eb7, Ab^7, G7, C^7, Am7, Gm7, C7, F6, Dm7, Gm7, C7, F^7, Dm7, Gm7, C7, F6, Dm7, Gm7, C7","['C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Bbm7', 'Eb7', 'A7', 'D7', 'G7', 'C7', 'F6', 'F6', 'G7', 'G7', 'Gm7', 'C7', 'F6']",Long Ago And Far Away,F,F6
"G7, C^7, Am7, Gm7, C7, F6, Dm7, Gm7, C7, F^7, Dm7, Gm7, C7, F6, Dm7, Gm7, C7, F6, D7, Gm7","['F^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'Eb7', 'Eb7', 'Am7', 'Dm7', 'Gm7', 'Gm7', 'E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Eb7']",Long Ago And Far Away,F,C7
"Gm7, C7, F6, Dm7, Gm7, C7, F^7, Dm7, Gm7, C7, F6, Dm7, Gm7, C7, F6, D7, Gm7, C7, Cm7, F7","['D7', 'Gm7', 'Gm7', 'Eb7', 'Eb7', 'Am7', 'Dm7', 'Gm7', 'Gm7', 'E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Eb7', 'Am7', 'D7', 'Gm7']",Long Ago And Far Away,F,Bb^7
"Dm7, Gm7, C7, F^7, Dm7, Gm7, C7, F6, Dm7, Gm7, C7, F6, D7, Gm7, C7, Cm7, F7, Bb^7, Bbm6, Eb7","['Eb7', 'Eb7', 'Am7', 'Dm7', 'Gm7', 'Gm7', 'E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'Eb7', 'Eb7']",Long Ago And Far Away,F,F6
"F^7, Dm7, Gm7, C7, F6, Dm7, Gm7, C7, F6, D7, Gm7, C7, Cm7, F7, Bb^7, Bbm6, Eb7, F6, Abo7, Gm7","['Dm7', 'Gm7', 'Gm7', 'E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'Eb7', 'Eb7', 'Am7', 'Dm7', 'Dm7']",Long Ago And Far Away,F,C7
"C7, F6, Dm7, Gm7, C7, F6, D7, Gm7, C7, Cm7, F7, Bb^7, Bbm6, Eb7, F6, Abo7, Gm7, C7, F6, Gm7","['E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'Eb7', 'Eb7', 'Am7', 'Dm7', 'Dm7', 'B%7', 'E7', 'Am7']",Long Ago And Far Away,F,C7
"G^7, G^7, Bbm7, Eb7, G^7, G^7, Bm7, E7, Am7, E7, Am7, Am7, Eb7, Eb7, Am7, D7, G^7, G^7, Bbm7, Eb7","['G7', 'Gm7', 'C7', 'F^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'Eb7', 'Eb7', 'Am7', 'Dm7', 'Dm7', 'B%7', 'E7', 'Am7', 'Dm7', 'Gm7', 'C7']",Out Of Nowhere,G,G^7
"Eb7, G^7, G^7, Bm7, E7, Am7, E7, Am7, Am7, Eb7, Eb7, Am7, D7, G^7, G^7, Bbm7, Eb7, G^7, G^7, Bm7","['Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A7', 'Abm7', 'Db7', 'Fm7', 'F7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A7', 'Abm7', 'Db7', 'Fm7', 'F7']",Out Of Nowhere,G,E7
"Bm7, E7, Am7, E7, Am7, Am7, Eb7, Eb7, Am7, D7, G^7, G^7, Bbm7, Eb7, G^7, G^7, Bm7, E7, Am7, E7","['Fm7', 'Bb7', 'A7', 'Abm7', 'Db7', 'Fm7', 'F7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A7', 'Abm7', 'Db7', 'Fm7', 'F7', 'Bbm7', 'Eb7', 'Ab^7']",Out Of Nowhere,G,Am7
"E7, Am7, Am7, Eb7, Eb7, Am7, D7, G^7, G^7, Bbm7, Eb7, G^7, G^7, Bm7, E7, Am7, E7, Am7, Cm6, Bm7","['Abm7', 'Db7', 'Fm7', 'F7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A7', 'Abm7', 'Db7', 'Fm7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Cm7', 'G7']",Out Of Nowhere,G,Bbo7
"Eb7, Eb7, Am7, D7, G^7, G^7, Bbm7, Eb7, G^7, G^7, Bm7, E7, Am7, E7, Am7, Cm6, Bm7, Bbo7, Am7, D7","['F7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A7', 'Abm7', 'Db7', 'Fm7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Cm7', 'G7', 'F7', 'Bb7', 'Eb^7']",Out Of Nowhere,G,G6
"Fm, Bbm, C7, Fm, F7, Bbm, Eb7, Ab6, Db^7, G%7, G7, C7, Bbm, C7, Fm, Fm7, D%7, G7, C7, F7","['C7', 'Fm7', 'Bb7', 'A7', 'Abm7', 'Db7', 'Fm7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Cm7', 'G7', 'F7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7']",Django,f,Bbm7
"Fm, F7, Bbm, Eb7, Ab6, Db^7, G%7, G7, C7, Bbm, C7, Fm, Fm7, D%7, G7, C7, F7, Bbm7, Eb7, Ab7","['A7', 'Abm7', 'Db7', 'Fm7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Cm7', 'G7', 'F7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A7', 'Abm7']",Django,f,Db7
"Eb7, Ab6, Db^7, G%7, G7, C7, Bbm, C7, Fm, Fm7, D%7, G7, C7, F7, Bbm7, Eb7, Ab7, Db7, G7, C7","['Am7', 'Dm7', 'G7', 'C^7', 'F^7', 'B%7', 'E7', 'Am7', 'A7', 'Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'B%7', 'E7']",Django,f,Fm7
"G%7, G7, C7, Bbm, C7, Fm, Fm7, D%7, G7, C7, F7, Bbm7, Eb7, Ab7, Db7, G7, C7, Fm7, D%7, G7","['C^7', 'F^7', 'B%7', 'E7', 'Am7', 'A7', 'Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'B%7', 'E7', 'Am7', 'Dm7', 'G7']",Django,f,C7
"Bbm, C7, Fm, Fm7, D%7, G7, C7, F7, Bbm7, Eb7, Ab7, Db7, G7, C7, Fm7, D%7, G7, C7, F7, Bbm7","['E7', 'Am7', 'A7', 'Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'B%7', 'E7', 'Am7', 'Dm7', 'G7', 'C^7', 'F^7', 'B%7']",Django,f,Eb7
"Fm7, D%7, G7, C7, F7, Bbm7, Eb7, Ab7, Db7, G7, C7, Fm7, D%7, G7, C7, F7, Bbm7, Eb7, Ab7, Dm","['Dm7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'B%7', 'E7', 'Am7', 'Dm7', 'G7', 'C^7', 'F^7', 'B%7', 'E7', 'Am7', 'A7']",Django,f,C7
"C7, F7, Bbm7, Eb7, Ab7, Db7, G7, C7, Fm7, D%7, G7, C7, F7, Bbm7, Eb7, Ab7, Dm, C7, Fm6, F7","['F7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'B%7', 'E7', 'Am7', 'Dm7', 'G7', 'C^7', 'F^7', 'B%7', 'E7', 'Am7', 'A7', 'Dm7', 'G7', 'Em7']",Django,f,Bbm6
